tmutc,lon,lat,filename
2024-10-08 2:33,126.52613,36.599,20240802_071350_DR9E90247_1585_original
2024-10-08 2:33,126.52613,36.599,20240802_071350_DR9E90247_1590_original
2024-10-08 2:33,126.52613,36.599,20240802_071350_DR9E90247_1593_original
2024-10-08 2:33,126.52613,36.599,20240802_071350_DR9E90247_1598_original
2024-10-08 2:33,126.52613,36.599,20240802_071350_DR9E90247_1601_original
2024-10-08 2:33,126.52613,36.599,20240802_071350_DR9E90247_1605_original
2024-10-08 2:33,126.52613,36.599,20240802_071350_DR9E90247_1608_original
2024-10-08 2:33,126.5264,36.599,20240802_071350_DR9E90247_1612_original
2024-10-08 2:33,126.5264,36.599,20240802_071350_DR9E90247_1615_original
2024-10-08 2:33,126.5264,36.599,20240802_071350_DR9E90247_1619_original
2024-10-08 2:33,126.5264,36.599,20240802_071350_DR9E90247_1623_original
2024-10-08 2:33,126.5264,36.599,20240802_071350_DR9E90247_1626_original
2024-10-08 2:33,126.5264,36.599,20240802_071350_DR9E90247_1629_original
2024-10-08 2:33,126.5264,36.599,20240802_071350_DR9E90247_1633_original
2024-10-08 2:33,126.5264,36.599,20240802_071350_DR9E90247_1638_original
2024-10-08 2:33,126.52668,36.599,20240802_071350_DR9E90247_1642_original
2024-10-08 2:33,126.52668,36.599,20240802_071350_DR9E90247_1645_original
2024-10-08 2:33,126.52718,36.599,20240802_071350_DR9E90247_1707_original
2024-10-08 2:33,126.52718,36.599,20240802_071350_DR9E90247_1711_original
2024-10-08 2:33,126.52718,36.599,20240802_071350_DR9E90247_1716_original
2024-10-08 2:33,126.5277,36.599,20240802_071350_DR9E90247_1769_original
2024-10-08 2:33,126.5277,36.599,20240802_071350_DR9E90247_1773_original
2024-10-08 2:33,126.5277,36.599,20240802_071350_DR9E90247_1777_original
2024-10-08 2:33,126.5277,36.599,20240802_071350_DR9E90247_1780_original
2024-10-08 2:33,126.5277,36.599,20240802_071350_DR9E90247_1784_original
2024-10-08 2:33,126.5277,36.599,20240802_071350_DR9E90247_1788_original
2024-10-08 2:33,126.52794,36.59899,20240802_071350_DR9E90247_1792_original
2024-10-08 2:33,126.52794,36.59899,20240802_071350_DR9E90247_1795_original
2024-10-08 2:33,126.52794,36.59899,20240802_071350_DR9E90247_1799_original
2024-08-02 4:12,126.54771,36.60273,20241008_023216_DR9E90247_1116_original
2024-08-02 4:12,126.54771,36.60273,20241008_023216_DR9E90247_1119_original
2024-08-02 4:12,126.54771,36.60273,20241008_023216_DR9E90247_1122_original
2024-08-02 4:12,126.54768,36.60277,20241008_023216_DR9E90247_1125_original
2024-08-02 4:12,126.54768,36.60277,20241008_023216_DR9E90247_1129_original
2024-08-02 4:13,126.54703,36.60264,20241008_023216_DR9E90247_1490_original
2024-08-02 4:13,126.54703,36.60264,20241008_023216_DR9E90247_1493_original
2024-08-02 4:13,126.54703,36.60264,20241008_023216_DR9E90247_1497_original
2024-08-02 4:13,126.54703,36.60264,20241008_023216_DR9E90247_1502_original
2024-08-02 4:13,126.54703,36.60264,20241008_023216_DR9E90247_1505_original
2024-10-08 2:32,126.54703,36.60264,20241008_023216_DR9E90247_1509_original
2024-08-02 4:13,126.54703,36.60264,20241008_023216_DR9E90247_1513_original
2024-10-08 2:32,126.54693,36.60257,20241008_023216_DR9E90247_1517_original
2024-08-02 4:13,126.54693,36.60257,20241008_023216_DR9E90247_1520_original
2024-10-08 2:32,126.54693,36.60257,20241008_023216_DR9E90247_1524_original
2024-10-08 2:32,126.54693,36.60257,20241008_023216_DR9E90247_1528_original
2024-08-02 4:13,126.54476,36.60134,20241008_023316_DR9E90247_0146_original
2024-10-08 2:33,126.54476,36.60134,20241008_023316_DR9E90247_0148_original
2024-08-02 4:13,126.54476,36.60134,20241008_023316_DR9E90247_0153_original
2024-08-02 4:13,126.54476,36.60134,20241008_023316_DR9E90247_0157_original
2024-10-08 2:33,126.54476,36.60134,20241008_023316_DR9E90247_0160_original
2024-10-08 2:33,126.54476,36.60134,20241008_023316_DR9E90247_0163_original
2024-08-02 4:13,126.54456,36.60123,20241008_023316_DR9E90247_0166_original
2024-08-02 4:13,126.54456,36.60123,20241008_023316_DR9E90247_0171_original
2024-08-02 4:13,126.54456,36.60123,20241008_023316_DR9E90247_0175_original
2024-08-02 4:13,126.54456,36.60123,20241008_023316_DR9E90247_0177_original
2024-08-02 4:13,126.54456,36.60123,20241008_023316_DR9E90247_0182_original
2024-08-02 4:13,126.54456,36.60123,20241008_023316_DR9E90247_0186_original
2024-10-08 2:33,126.54456,36.60123,20241008_023316_DR9E90247_0190_original
2024-08-02 4:13,126.54456,36.60123,20241008_023316_DR9E90247_0193_original
2024-08-02 4:13,126.54438,36.60112,20241008_023316_DR9E90247_0197_original
2024-08-02 4:13,126.54438,36.60112,20241008_023316_DR9E90247_0201_original
2024-08-02 4:13,126.54438,36.60112,20241008_023316_DR9E90247_0204_original
2024-08-02 4:13,126.54438,36.60112,20241008_023316_DR9E90247_0208_original
2024-08-02 4:13,126.54438,36.60112,20241008_023316_DR9E90247_0212_original
2024-10-08 2:33,126.54438,36.60112,20241008_023316_DR9E90247_0214_original
2024-10-08 2:33,126.54438,36.60112,20241008_023316_DR9E90247_0219_original
2024-10-08 2:33,126.54438,36.60112,20241008_023316_DR9E90247_0223_original
2024-10-08 2:33,126.5442,36.60102,20241008_023316_DR9E90247_0226_original
2024-08-02 4:13,126.54401,36.60092,20241008_023316_DR9E90247_0262_original
2024-08-02 4:13,126.54401,36.60092,20241008_023316_DR9E90247_0266_original
2024-08-02 4:13,126.54401,36.60092,20241008_023316_DR9E90247_0270_original
2024-08-02 4:13,126.54401,36.60092,20241008_023316_DR9E90247_0274_original
2024-08-02 4:13,126.54401,36.60092,20241008_023316_DR9E90247_0277_original
2024-08-02 4:13,126.54401,36.60092,20241008_023316_DR9E90247_0280_original
2024-10-08 2:33,126.54401,36.60092,20241008_023316_DR9E90247_0284_original
2024-08-02 4:13,126.54383,36.60082,20241008_023316_DR9E90247_0287_original
2024-10-08 2:33,126.54383,36.60082,20241008_023316_DR9E90247_0291_original
2024-08-02 4:13,126.54383,36.60082,20241008_023316_DR9E90247_0294_original
2024-10-08 2:33,126.54383,36.60082,20241008_023316_DR9E90247_0298_original
2024-10-08 2:33,126.54383,36.60082,20241008_023316_DR9E90247_0302_original
2024-10-08 2:33,126.54383,36.60082,20241008_023316_DR9E90247_0305_original
2024-08-02 7:14,126.54383,36.60082,20241008_023316_DR9E90247_0308_original
