status,new_cls,new_lat,new_lon,old_cls,old_lat,old_lon,distance_m
changed,속도60,36.60087489454028,126.54381688936212,좁아지는길,36.6007877168589,126.5437391378338,11.94
changed,속도60,36.59916902189674,126.53930446423644,비탈길금지,36.59911926251631,126.53931402811835,5.6
appeared_new,속도60,36.59893725624588,126.52832935814077,,,,
appeared_new,속도60,36.59881404773205,126.53139881115948,,,,
appeared_new,속도70,36.59785268577358,126.50748421174336,,,,
appeared_new,우측통과,36.60257569540426,126.54689043530796,,,,
