index,track_id,image_path_rel,yolo_class,cls_name,cam_lon,cam_lat,sign_lon,sign_lat,center_x_px,center_y_px,width_px,height_px,area_px2
16,0,abcold\20240802_041150_DR9E90247_1644_original.jpg,cirinsturct,직우도로,126.54449,36.60117,126.54442151859121,36.60116179160049,1311,385,82,83,6806
17,0,abcold\20240802_041150_DR9E90247_1647_original.jpg,cirinsturct,직우도로,126.54449,36.60117,126.5444318506439,36.60116507200584,1359,371,90,98,8820
18,2,abcold\20240802_041150_DR9E90247_1655_original.jpg,cirinsturct,유턴,126.54437,36.60111,126.54432295191974,36.60101886461422,343,245,31,47,1457
19,0,abcold\20240802_041150_DR9E90247_1655_original.jpg,cirinsturct,버스표지판,126.54437,36.60111,126.54433153191728,36.60110935544314,1547,323,51,147,7497
20,2,abcold\20240802_041150_DR9E90247_1660_original.jpg,cirinsturct,유턴,126.54437,36.60111,126.54434110715529,36.601027394930234,275,221,34,54,1836
21,2,abcold\20240802_041150_DR9E90247_1662_original.jpg,cirinsturct,유턴,126.54436,36.6011,126.54434149404175,36.601020114250574,244,208,35,57,1995
22,2,abcold\20240802_041150_DR9E90247_1666_original.jpg,cirinsturct,유턴,126.54436,36.6011,126.54435340031563,36.601025532659506,178,181,34,62,2108
23,2,abcold\20240802_041150_DR9E90247_1669_original.jpg,cirinsturct,유턴,126.54436,36.6011,126.54436244788722,36.60103843262054,123,157,36,75,2700
24,2,abcold\20240802_041150_DR9E90247_1673_original.jpg,cirinsturct,유턴,126.54436,36.6011,126.54436129712958,36.60104230819448,45,120,32,80,2560
25,3,abcold\20240802_041150_DR9E90247_1721_original.jpg,regulation1,속도70,126.54423,36.60103,126.54401550453352,36.600960283037686,1129,420,20,25,500
26,3,abcold\20240802_041150_DR9E90247_1725_original.jpg,regulation1,속도70,126.5441,36.60095,126.54390168966931,36.60088491237018,1138,418,23,27,621
27,3,abcold\20240802_041150_DR9E90247_1729_original.jpg,regulation1,속도70,126.5441,36.60095,126.54391549427967,36.60088920003988,1149,413,24,29,696
28,3,abcold\20240802_041150_DR9E90247_1732_original.jpg,regulation1,속도70,126.5441,36.60095,126.54392766839138,36.60089264576797,1158,406,24,31,744
29,3,abcold\20240802_041150_DR9E90247_1736_original.jpg,regulation1,속도70,126.5441,36.60095,126.54393170035999,36.600897161455094,1171,400,26,32,832
30,3,abcold\20240802_041150_DR9E90247_1739_original.jpg,regulation1,속도70,126.5441,36.60095,126.5439855807704,36.60084346073612,1182,398,28,33,924
31,3,abcold\20240802_041150_DR9E90247_1743_original.jpg,regulation1,속도70,126.54396,36.60087,126.5440239306009,36.60074772095196,1199,395,31,35,1085
32,3,abcold\20240802_041150_DR9E90247_1747_original.jpg,regulation1,속도70,126.54397,36.60087,126.54408377202405,36.60079375987581,1219,388,34,39,1326
33,3,abcold\20240802_041150_DR9E90247_1752_original.jpg,regulation1,속도70,126.54396,36.60087,126.54409384541005,36.60087948681124,1248,381,38,43,1634
34,3,abcold\20240802_041150_DR9E90247_1755_original.jpg,regulation1,속도70,126.54397,36.60087,126.54405305934712,36.60095163775979,1270,379,42,44,1848
35,3,abcold\20240802_041150_DR9E90247_1758_original.jpg,regulation1,속도70,126.54397,36.60087,126.54401707927629,36.600961124972024,1294,371,46,47,2162
36,4,abcold\20240802_041150_DR9E90247_1758_original.jpg,triregulation,좁아지는길,126.54397,36.60087,126.54401716886836,36.601031462741375,1128,425,23,28,644
37,3,abcold\20240802_041150_DR9E90247_1762_original.jpg,regulation1,속도70,126.54397,36.60087,126.54401434439248,36.60094806574053,1332,358,50,54,2700
38,3,abcold\20240802_041150_DR9E90247_1766_original.jpg,regulation1,속도70,126.54397,36.60087,126.54394244996962,36.60094392638748,1378,344,56,60,3360
39,4,abcold\20240802_041150_DR9E90247_1766_original.jpg,triregulation,좁아지는길,126.54397,36.60087,126.54388534795295,36.60099316572845,1152,417,30,33,990
40,3,abcold\20240802_041150_DR9E90247_1769_original.jpg,regulation1,속도70,126.54396,36.60087,126.5439379707871,36.600937825180516,1420,330,61,66,4026
41,4,abcold\20240802_041150_DR9E90247_1769_original.jpg,triregulation,좁아지는길,126.54396,36.60087,126.54388166731118,36.60098675471889,1162,414,30,35,1050
42,3,abcold\20240802_041150_DR9E90247_1773_original.jpg,regulation1,속도70,126.54383,36.60079,126.54381519754861,36.600848790358036,1489,309,68,77,5236
43,4,abcold\20240802_041150_DR9E90247_1773_original.jpg,triregulation,좁아지는길,126.54383,36.60079,126.54376143851961,36.60089547721625,1175,409,31,39,1209
44,3,abcold\20240802_041150_DR9E90247_1777_original.jpg,regulation1,속도70,126.54383,36.60079,126.54382145055031,36.600840734844176,1576,281,78,90,7020
45,4,abcold\20240802_041150_DR9E90247_1777_original.jpg,triregulation,좁아지는길,126.54383,36.60079,126.54376367949969,36.60089639668861,1192,404,36,39,1404
46,3,abcold\20240802_041150_DR9E90247_1780_original.jpg,regulation1,속도70,126.54383,36.60079,126.54384298549503,36.60083338005382,1658,254,85,103,8755
47,4,abcold\20240802_041150_DR9E90247_1780_original.jpg,triregulation,좁아지는길,126.54383,36.60079,126.54381220258291,36.60089443608551,1206,399,36,44,1584
48,3,abcold\20240802_041150_DR9E90247_1785_original.jpg,regulation1,속도70,126.54383,36.60079,126.54386222280698,36.60081584069744,1834,198,94,125,11750
49,4,abcold\20240802_041150_DR9E90247_1785_original.jpg,triregulation,좁아지는길,126.54383,36.60079,126.54387213147184,36.60088734823287,1232,391,43,45,1935
50,4,abcold\20240802_041150_DR9E90247_1788_original.jpg,triregulation,좁아지는길,126.54383,36.60079,126.54393422010983,36.60084622749554,1249,385,45,46,2070
51,4,abcold\20240802_041150_DR9E90247_1792_original.jpg,triregulation,좁아지는길,126.54383,36.6008,126.54394122957058,36.60077509316685,1277,376,51,50,2550
52,4,abcold\20240802_041150_DR9E90247_1796_original.jpg,triregulation,좁아지는길,126.54383,36.60079,126.5438730487112,36.60071485,1310,363,54,56,3024
53,4,abcold\20240802_041150_DR9E90247_1799_original.jpg,triregulation,좁아지는길,126.54368,36.60072,126.54363964767322,36.600649965463525,1340,353,59,60,3540
54,4,abcold\20240802_041251_DR9E90247_0000_original.jpg,triregulation,좁아지는길,126.54368,36.60072,126.54361352946034,36.60071018,1481,306,76,85,6460
55,4,abcold\20240802_041251_DR9E90247_0003_original.jpg,triregulation,좁아지는길,126.54368,36.60072,126.54361243768541,36.60072145725219,1481,306,76,85,6460
56,4,abcold\20240802_041251_DR9E90247_0007_original.jpg,triregulation,좁아지는길,126.54368,36.60072,126.54361243768541,36.60072145725219,1481,306,76,85,6460
57,4,abcold\20240802_041251_DR9E90247_0011_original.jpg,triregulation,좁아지는길,126.54368,36.60072,126.54361842373626,36.600722854783974,1521,294,81,93,7533
58,4,abcold\20240802_041251_DR9E90247_0014_original.jpg,triregulation,좁아지는길,126.54368,36.60072,126.54362246372443,36.600724976687964,1589,272,85,99,8415
59,4,abcold\20240802_041251_DR9E90247_0018_original.jpg,triregulation,좁아지는길,126.54368,36.60072,126.54363075448734,36.60072731916498,1703,234,87,114,9918
60,4,abcold\20240802_041251_DR9E90247_0021_original.jpg,triregulation,좁아지는길,126.54368,36.60072,126.54363689311171,36.60072867628487,1809,200,82,128,10496
61,5,abcold\20240802_041251_DR9E90247_0061_original.jpg,cirinsturct,우측통과,126.54368,36.60072,126.54355755287092,36.60061330423755,712,463,30,32,960
62,5,abcold\20240802_041251_DR9E90247_0065_original.jpg,cirinsturct,우측통과,126.5434,36.60057,126.54330251821077,36.60046755083314,694,463,31,36,1116
63,5,abcold\20240802_041251_DR9E90247_0068_original.jpg,cirinsturct,우측통과,126.54339,36.60056,126.54331496905252,36.60046421339291,677,462,33,41,1353
64,5,abcold\20240802_041251_DR9E90247_0073_original.jpg,cirinsturct,우측통과,126.54339,36.60056,126.54327637489651,36.600512044855584,648,461,38,45,1710
65,5,abcold\20240802_041251_DR9E90247_0076_original.jpg,cirinsturct,우측통과,126.54339,36.60056,126.54328628820653,36.60050708625543,627,458,41,47,1927
66,5,abcold\20240802_041251_DR9E90247_0080_original.jpg,cirinsturct,우측통과,126.5434,36.60057,126.54328457641243,36.600572765170334,594,455,41,50,2050
67,5,abcold\20240802_041251_DR9E90247_0083_original.jpg,cirinsturct,우측통과,126.54339,36.60056,126.54328512701045,36.600562494089154,564,453,43,55,2365
68,5,abcold\20240802_041251_DR9E90247_0087_original.jpg,cirinsturct,우측통과,126.5434,36.60057,126.54330701457998,36.60057093197272,515,452,50,62,3100
69,5,abcold\20240802_041251_DR9E90247_0090_original.jpg,cirinsturct,우측통과,126.54328,36.60048,126.54321239227406,36.60044068959312,471,449,51,69,3519
70,5,abcold\20240802_041251_DR9E90247_0094_original.jpg,cirinsturct,우측통과,126.54328,36.60048,126.5432225231688,36.60044413609336,398,443,57,79,4503
71,5,abcold\20240802_041251_DR9E90247_0098_original.jpg,cirinsturct,우측통과,126.54328,36.60048,126.54326504733703,36.60043023020455,305,435,59,90,5310
72,5,abcold\20240802_041251_DR9E90247_0102_original.jpg,cirinsturct,우측통과,126.54328,36.60048,126.54327198600566,36.600437576627996,184,426,63,107,6741
73,5,abcold\20240802_041251_DR9E90247_0105_original.jpg,cirinsturct,우측통과,126.54328,36.60048,126.54327627734304,36.60044325236952,74,417,58,124,7192
74,6,abcold\20240802_041251_DR9E90247_0207_original.jpg,triregulation,양보,126.54328,36.60048,126.54313833400892,36.60042711417781,1156,439,33,37,1221
75,6,abcold\20240802_041251_DR9E90247_0211_original.jpg,triregulation,양보,126.54269,36.60015,126.54254945979876,36.60010328685542,1170,437,33,38,1254
76,6,abcold\20240802_041251_DR9E90247_0214_original.jpg,triregulation,양보,126.54269,36.60015,126.54254897816921,36.60017522611456,1182,431,34,40,1360
77,6,abcold\20240802_041251_DR9E90247_0217_original.jpg,triregulation,양보,126.54269,36.60015,126.5425996089273,36.600229812012785,1196,429,40,43,1720
78,6,abcold\20240802_041251_DR9E90247_0221_original.jpg,triregulation,양보,126.5427,36.60016,126.5426829708556,36.60025169103624,1215,425,45,50,2250
79,6,abcold\20240802_041251_DR9E90247_0225_original.jpg,triregulation,양보,126.5427,36.60016,126.54268102565314,36.60024284131641,1239,419,50,55,2750
80,6,abcold\20240802_041251_DR9E90247_0229_original.jpg,triregulation,양보,126.5427,36.60016,126.54268063646717,36.600231797202625,1266,412,55,63,3465
81,6,abcold\20240802_041251_DR9E90247_0232_original.jpg,triregulation,양보,126.54269,36.60015,126.54263359400873,36.60019678289198,1292,404,61,71,4331
82,6,abcold\20240802_041251_DR9E90247_0236_original.jpg,triregulation,양보,126.54269,36.60015,126.54262050475684,36.60016472055506,1332,395,69,80,5520
83,6,abcold\20240802_041251_DR9E90247_0239_original.jpg,triregulation,양보,126.54256,36.60007,126.54249745361146,36.60005508888644,1370,387,74,88,6512
84,6,abcold\20240802_041251_DR9E90247_0242_original.jpg,triregulation,양보,126.54256,36.60007,126.54250386977452,36.60006084120504,1417,377,81,100,8100
85,6,abcold\20240802_041251_DR9E90247_0248_original.jpg,triregulation,양보,126.54256,36.60007,126.54251450333726,36.60006831963076,1553,347,97,125,12125
86,6,abcold\20240802_041251_DR9E90247_0254_original.jpg,triregulation,양보,126.54256,36.60007,126.5425279745812,36.600072640922036,1781,305,99,174,17226
87,7,abcold\20240802_041251_DR9E90247_0645_original.jpg,triregulation,낙석주의,126.54036,36.59922,126.54019020218566,36.59921250799397,1123,437,27,34,918
88,7,abcold\20240802_041251_DR9E90247_0649_original.jpg,triregulation,낙석주의,126.54036,36.59922,126.54019000381375,36.59921643822338,1128,425,29,34,986
89,7,abcold\20240802_041251_DR9E90247_0653_original.jpg,triregulation,낙석주의,126.54036,36.59922,126.54020377158994,36.59921930053829,1134,417,32,37,1184
90,7,abcold\20240802_041251_DR9E90247_0656_original.jpg,triregulation,낙석주의,126.54036,36.59922,126.54021554001666,36.599221849179834,1141,419,34,40,1360
91,7,abcold\20240802_041251_DR9E90247_0660_original.jpg,triregulation,낙석주의,126.54016,36.59919,126.54001917313484,36.59919458047069,1151,414,38,41,1558
92,7,abcold\20240802_041251_DR9E90247_0664_original.jpg,triregulation,낙석주의,126.54016,36.59919,126.54003737811654,36.59919640656369,1161,401,41,47,1927
93,7,abcold\20240802_041251_DR9E90247_0668_original.jpg,triregulation,낙석주의,126.54016,36.59919,126.5400402270483,36.599199109110764,1176,390,43,48,2064
94,7,abcold\20240802_041251_DR9E90247_0671_original.jpg,triregulation,낙석주의,126.54016,36.59919,126.54004963242073,36.599199556987706,1189,381,50,52,2600
95,7,abcold\20240802_041251_DR9E90247_0675_original.jpg,triregulation,낙석주의,126.54016,36.59919,126.54005594412398,36.59920077045181,1210,367,51,55,2805
96,7,abcold\20240802_041251_DR9E90247_0679_original.jpg,triregulation,낙석주의,126.54016,36.59919,126.54006813087416,36.59920156157116,1238,362,58,62,3596
97,7,abcold\20240802_041251_DR9E90247_0683_original.jpg,triregulation,낙석주의,126.54016,36.59919,126.5400836338509,36.599201837428915,1275,357,68,74,5032
98,7,abcold\20240802_041251_DR9E90247_0687_original.jpg,triregulation,낙석주의,126.54016,36.59919,126.54009654853212,36.59920219769642,1323,338,80,88,7040
99,7,abcold\20240802_041251_DR9E90247_0691_original.jpg,triregulation,낙석주의,126.53996,36.59916,126.53990516664284,36.59917328861831,1389,305,93,100,9300
100,7,abcold\20240802_041251_DR9E90247_0694_original.jpg,triregulation,낙석주의,126.53996,36.59916,126.53991420269105,36.59917343877948,1458,276,106,117,12402
101,7,abcold\20240802_041251_DR9E90247_0698_original.jpg,triregulation,낙석주의,126.53996,36.59916,126.53992325398018,36.59917422019322,1589,221,107,139,14873
102,7,abcold\20240802_041251_DR9E90247_0701_original.jpg,triregulation,낙석주의,126.53996,36.59916,126.53993118992013,36.59917393171325,1731,168,107,167,17869
103,8,abcold\20240802_041251_DR9E90247_0731_original.jpg,regulation1,속도70,126.53978,36.59913,126.53951709067317,36.59912456446047,1071,402,19,22,418
104,8,abcold\20240802_041251_DR9E90247_0735_original.jpg,regulation1,속도70,126.53978,36.59913,126.5395486791626,36.59912506237327,1074,398,20,25,500
105,8,abcold\20240802_041251_DR9E90247_0739_original.jpg,regulation1,속도70,126.53978,36.59913,126.53956583044761,36.59912564607147,1079,397,21,27,567
106,8,abcold\20240802_041251_DR9E90247_0743_original.jpg,regulation1,속도70,126.53978,36.59913,126.53956576214115,36.59912968798371,1086,391,23,27,621
107,8,abcold\20240802_041251_DR9E90247_0747_original.jpg,regulation1,속도70,126.53978,36.59913,126.53959349910771,36.599133401446075,1094,382,27,31,837
108,8,abcold\20240802_041251_DR9E90247_0750_original.jpg,regulation1,속도70,126.53958,36.59911,126.53940497590771,36.59911663910899,1102,375,29,33,957
109,8,abcold\20240802_041251_DR9E90247_0755_original.jpg,regulation1,속도70,126.53958,36.59911,126.53942840432101,36.59912000710487,1120,365,34,38,1292
110,8,abcold\20240802_041251_DR9E90247_0758_original.jpg,regulation1,속도70,126.53958,36.59911,126.5394364038978,36.59912279734492,1132,355,38,40,1520
111,8,abcold\20240802_041251_DR9E90247_0763_original.jpg,regulation1,속도70,126.53958,36.59911,126.53945559586921,36.59912367477238,1157,335,44,46,2024
112,8,abcold\20240802_041251_DR9E90247_0766_original.jpg,regulation1,속도70,126.53958,36.59911,126.53946591580913,36.59912433361237,1176,325,50,50,2500
113,8,abcold\20240802_041251_DR9E90247_0770_original.jpg,regulation1,속도70,126.53958,36.59911,126.5394855962829,36.599124498019094,1210,303,60,60,3600
114,8,abcold\20240802_041251_DR9E90247_0773_original.jpg,regulation1,속도70,126.53958,36.59911,126.53949634327323,36.59912598125678,1242,275,66,67,4422
115,8,abcold\20240802_041251_DR9E90247_0777_original.jpg,regulation1,속도70,126.53958,36.59911,126.53951305232412,36.599126674242385,1299,233,78,82,6396
116,8,abcold\20240802_041251_DR9E90247_0781_original.jpg,regulation1,속도70,126.53936,36.5991,126.53930960381447,36.599116635025965,1384,177,96,105,10080
117,8,abcold\20240802_041251_DR9E90247_0784_original.jpg,regulation1,속도70,126.53936,36.5991,126.53931889472389,36.59911712385294,1475,118,117,123,14391
118,8,abcold\20240802_041251_DR9E90247_0801_original.jpg,regulation1,비탈길금지,126.53936,36.5991,126.53930880342975,36.59911955920825,1416,284,80,101,8080
119,8,abcold\20240802_041251_DR9E90247_0804_original.jpg,regulation2,비탈길금지,126.53936,36.5991,126.53931925280695,36.59911896582438,1518,240,93,121,11253
120,9,abcold\20240802_041251_DR9E90247_0804_original.jpg,regulation1,비탈길금지,126.53936,36.5991,126.53931818439395,36.59911946311803,1518,241,94,118,11092
121,10,abcold\20240802_071350_DR9E90247_1579_original.jpg,regulation2,속도60,126.52613,36.599,126.52625881320515,36.59923648074353,1043,447,13,18,234
122,10,abcold\20240802_071350_DR9E90247_1582_original.jpg,regulation2,우회전금지,126.52613,36.599,126.52640842868276,36.59912904271078,1048,449,18,18,324
123,10,abcold\20240802_071350_DR9E90247_1585_original.jpg,regulation2,우회전금지,126.52613,36.599,126.52644985295983,36.598973957420476,1052,447,17,18,306
124,10,abcold\20240802_071350_DR9E90247_1590_original.jpg,regulation2,우회전금지,126.52613,36.599,126.52639141945781,36.59897691576993,1060,446,18,22,396
125,10,abcold\20240802_071350_DR9E90247_1593_original.jpg,regulation2,우회전금지,126.52613,36.599,126.52636949766811,36.59897802783832,1064,444,19,24,456
126,10,abcold\20240802_071350_DR9E90247_1598_original.jpg,regulation2,우회전금지,126.52613,36.599,126.52634258406722,36.59897867046941,1074,437,22,27,594
127,10,abcold\20240802_071350_DR9E90247_1601_original.jpg,regulation2,우회전금지,126.52613,36.599,126.52633481413183,36.59897839511875,1080,433,23,28,644
128,10,abcold\20240802_071350_DR9E90247_1605_original.jpg,regulation2,우회전금지,126.52613,36.599,126.5263144,36.59897730316896,1091,434,25,31,775
129,10,abcold\20240802_071350_DR9E90247_1608_original.jpg,regulation2,우회전금지,126.52613,36.599,126.52630261763741,36.598975850061805,1101,433,28,33,924
130,10,abcold\20240802_071350_DR9E90247_1612_original.jpg,regulation2,우회전금지,126.5264,36.599,126.5265574101385,36.598974501233805,1117,427,32,36,1152
131,10,abcold\20240802_071350_DR9E90247_1615_original.jpg,regulation2,우회전금지,126.5264,36.599,126.52654447528715,36.598973511624415,1132,420,35,39,1365
132,10,abcold\20240802_071350_DR9E90247_1619_original.jpg,regulation2,우회전금지,126.5264,36.599,126.52652988202559,36.598972375113995,1156,411,40,43,1720
133,10,abcold\20240802_071350_DR9E90247_1623_original.jpg,regulation2,우회전금지,126.5264,36.599,126.52651298252269,36.598973113423625,1185,402,45,49,2205
134,10,abcold\20240802_071350_DR9E90247_1626_original.jpg,regulation2,우회전금지,126.5264,36.599,126.52649790232714,36.59897422720416,1214,392,51,56,2856
135,10,abcold\20240802_071350_DR9E90247_1629_original.jpg,regulation2,우회전금지,126.5264,36.599,126.52648590060247,36.59897469102764,1250,378,58,63,3654
136,10,abcold\20240802_071350_DR9E90247_1633_original.jpg,regulation2,우회전금지,126.5264,36.599,126.52646841723198,36.59897590602262,1316,353,71,77,5467
137,10,abcold\20240802_071350_DR9E90247_1638_original.jpg,regulation1,우회전금지,126.5264,36.599,126.5264461279136,36.59897832723744,1451,308,94,107,10058
138,10,abcold\20240802_071350_DR9E90247_1642_original.jpg,regulation2,우회전금지,126.52668,36.599,126.52671033678246,36.598980642809245,1644,249,119,146,17374
